name,name_en,genre,type,rating,synopsis
D-Frag!*,,"Comedy, Seinen",OVA,7.37,"fter Sakura Mizukami shows up at the Kazama household to ask for a favor, Kenji Kazama and his sister Noe end up unwillingly participating in a footrace at the local shrine. Intent on winning the prize—spring water that only appears once per year—Sakura recruited the Kazama siblings to guarantee her victory. But when Sakura's clubmates, Chitose Karasuyama and Roka Shibasaki, enter the race as well, the girls' competitive energy is unleashed and the contest immediately develops into an all out battle where no victor is certain. What's more, Noe, fed up with Sakura's constant teasing, has no interest in helping her win, and the battle rages not only on the field, but between the divided team members."
Kyoukai no Kanata: Shinonome,Beyond the Boundary:Daybreak,"Fantasy, Slice of Life, Supernatural",Special,7.67,"Taking place three years before the TV series, episode zero follows Hiroomi Nase's mission to subdue the infamous half-human, half-youmu Akihito Kanbara. Curious about the mission, Hiroomi's little sister, Mitsuki, tags along with him, and the siblings meet Akihito for the first time. However, they soon discover that they aren't the only ones seeking out Akihito, and thus begins the story of Kyoukai no Kanata ."
Master of Torque,,"Action, Sci-Fi",ONA,5.14,"It is Tokyo, Japan in the year 2017, just three years before the city's hosting of the 2020 Olympic Games. Throughout the city, the Shutoko metropolitan highway system is being dismantled and renovated, and new areas and facilities are being constructed, all at a feverish pace to complete the work in time for the Games. The Hyuga Corporation—a massive firm that succeeded in pioneering the practical use of artificial muscle fibers—is launching numerous products that supplement human muscle functions, and is in the midst of a massive surge in profits. At its headquarters on National Route 246 in Tokyo's Gaien-mae district, Hyuga Corp. was secretly developing a powered suit that gave people with just an average level of physical fitness the superior skills and abilities of a very select group of professional athletes. This was all a part of the company's plan to completely dominate their competitors and monopolize the industry. Dan Amo works at the General Affairs department of Hyuga Corp. By day, he is a nondescript salaryman, but at night, he relishes the sense of fulfillment his motorcycling lifestyle brings him. However, when night comes to Route 246, a group of mysterious riders in black suits frequently appear, and a freelance journalist, Makina Mikage, is always on their tail. Another figure appears on the scene in Kotaro Hyuga, the heir to the Hyuga Corp. presidency. The threads of an inescapable fate begin to draw these three young riders together..."
Shin Don Chuck Monogatari,,"Adventure, Kids, Slice of Life",TV,6.15,ore adventures for Chuck and his friends.
Minami no Shima no Dera-chan,,"Comedy, Slice of Life",Movie,6.51,"The story follows Dera after he returns to the southern islands from the Usagiyama Shopping District, and depicts his gentle slapstick daily life with the Prince and Choi."
Tobacco wa Dasai,,"School, Slice of Life",ONA,4.75,high school basketball player finds himself short of breath due to his smoking.
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,,"Shounen, Supernatural",ONA,6.77,Short web specials where Kon explains a bit more about the series and the Onmyouji world.
Toki: Kono Hoshi no Mirai wo Mitsumete,,"Historical, Drama",Special,,
Duel Masters VS,,"Action, Adventure, Comedy, Shounen",TV,5.92,"The most anticipated card game, Duel Masters had returned after 2 years since the battle in the past season. However, Katta Kirifuda once the strongest duelist, is now a year 2 middle school student and had lost his passion of dueling throughout the 2 years, and dreams of curry bread every day. However, after an encounter with the baseball ace, Hokaben, a mysterious duelist and a reunion with his childhood friend Lulu Takigawa, he rekindled his dueling spirit and return to his journey of becoming the strongest duelist. With new friends and rivals and Katta's passionate duelist soul, the greatest battle begins!"
Re:␣Hamatora,Re:Hamatora:Season 2,"Mystery, Comedy, Super Power, Drama",TV,7.4,"It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion, Art holds Nice at gunpoint. What are his real intentions? What will become of the connection between Art and Hamatora?"
Mujaki no Rakuen,Paradise of Innocence,"Comedy, Ecchi, Romance, School, Seinen",OVA,5.93,"Shouta Handa is a jobless 25 year old who is sick and tired of his boring life. One evening, at the class reunion, he gets to meet all of the cute girls that used to be his classmates. He soon discovers that they are all successful with interesting careers, and even more importantly—really beautiful now, with bigger curves. Unfortunately, it seems that they are all aware of his boring, unsuccessful life, so they mock him and call him a loser, just like in the old days. Everything changes when Shouta goes for a walk to have a smoke and accidentally falls into the school swimming pool. This triggers a supernatural phenomenon that takes him back ten years into the past. He finds himself in the same swimming pool during swimming class, surrounded by his female classmates in bikinis. How is Shouta going to deal with their cuteness and closeness now that he is a grown man in a boy's body?"
Karneval Specials,,"Comedy, Josei",Special,6.9,production of ending scenes with the addition of new scenes.
Oneechan ga Kita: Hajimete no… Kitaa!,,"Slice of Life, Comedy",Special,6.49,This episode shows Ichika's and Tomoya's first encounter. Episode 13 included with the Blu-ray release.
Shin Strange+,,"Slice of Life, Comedy, Josei",TV,6.25,Second season of Strange+.
Toki wa Meguru: Tokyo Station,Passage of Time:Tokyo Station,Slice of Life,ONA,6.57,"saki, a 25-year-old woman who is soon to be married, finds an old photo taken at Tokyo Station and an old, broken pocket watch from her late father. Her father worked at Tokyo Station during his life and was a very strict man in her memory, but she saw his smile from the old photo that she's never seen before. Misaki, in attempt to have the old pocket watch repaired, discovers that a watch store existed in Tokyo Station in the past."
Love Stage!!: Chotto ja Nakutte,,"Comedy, Romance, Shounen Ai",OVA,7.48,"Bundled with volume four of the manga series Love Stage!! written by Eiki Eiki. This OVA takes place right after the final episode of Love Stage!! the anime series, which is based on the manga volumes 1-3."
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,7.21,Special episode included in the Blu-ray Box of Ano Natsu de Matteru .
Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,,"Action, Comedy, Fantasy",Special,6.74,"The unaired 13th episode of Sekai Seifuku: Bouryaku no Zvezda that will be included in Volume 7 of the BD/DVD. In this special, Kate and company will launch their own idol unit."
Saimin Jutsu Zero Special,,Hentai,Special,5.99,
Kakushi Dere Special,,Hentai,Special,6.39,
Itadaki! Seieki♥ Special,,Hentai,Special,7.17,
Decorator,,Music,Music,6.13,livetune feat. Hatsune Miku「DECORATOR」Music Video
Witch Craft Works Specials,,"Magic, Comedy",Special,6.76,Specials included in Blu-rays/DVDs of Witch Craft Works .
Gakumon!: Ookami Shoujo wa Kujikenai,,"Comedy, School, Shounen",ONA,6.47,"”Wereman"" Shushu's life is turned upside down when her father tells her that despite what she was told her entire life, she is in fact a female, and cannot become a wereman. To be certified as a wereman so she can become a public servant and let her father retire, she enrolls in Monster Academy. There, she meets Juzu, the son of the monster king who founded the school. Although he is feared by everyone due to his status, when her secret is exposed to the monster prince, she finds out that Juzu is in fact stupid, but is kind and just wanted a friend. With all the eyes of the students on Shushu and Juzu, the inconspicuous life Shushu so direly desired goes down the drain. Note : The third episode will begin streaming on December 4, 2014 to celebrate the release of the manga's first compiled book volume, which will ship in Japan the same day."
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,,"Action, Game, Comedy, Kids",TV,,"The anime follows Tsukasa, whose dream is to become the best at Gigant Shooter (battles in a game similar to pog) in the world. The menko card his father left for him called King Menger is his partner. Tsukasa's fellow gamers are the cute but tsundere Koide Miruko, the spectacled bully Numata Manabu, and the realist and sharp-tongued Doumoto Ataru."
Otsuki-sama to Oujo,The Princess and the Moon,Fantasy,OVA,,"Sachiko is unhappy and doesn't have a lot of energy. One day, a white rabbit appears and takes her to the ""Land of the Moon."" There, she meets her ""true self,"" a happy and healthy girl, and Sachiko realizes she can be just like her."
